pizza_id,order_id,pizza_name_id,quantity,order_date,order_time,unit_price,total_price,pizza_size,pizza_category,pizza_ingredients,pizza_name,Month,week_of_year,day_of_year,is_weekend
4971.0,2196.0,southw_ckn_l,1.0,2015-06-02,13:45:32,20.75,20.75,L,Chicken,"Chicken, Tomatoes, Red Peppers, Red Onions, Jalapeno Peppers, Corn, Cilantro, Chipotle Sauce",The Southwest Chicken Pizza,6,23,153,0
4972.0,2197.0,hawaiian_s,1.0,2015-06-02,14:01:18,10.5,10.5,S,Classic,"Sliced Ham, Pineapple, Mozzarella Cheese",The Hawaiian Pizza,6,23,153,0
4973.0,2197.0,napolitana_s,1.0,2015-06-02,14:01:18,12.0,12.0,S,Classic,"Tomatoes, Anchovies, Green Olives, Red Onions, Garlic",The Napolitana Pizza,6,23,153,0
4974.0,2198.0,cali_ckn_m,1.0,2015-06-02,14:13:09,16.75,16.75,M,Chicken,"Chicken, Artichoke, Spinach, Garlic, Jalapeno Peppers, Fontina Cheese, Gouda Cheese",The California Chicken Pizza,6,23,153,0
4975.0,2198.0,classic_dlx_m,1.0,2015-06-02,14:13:09,16.0,16.0,M,Classic,"Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon",The Classic Deluxe Pizza,6,23,153,0
4976.0,2198.0,green_garden_m,1.0,2015-06-02,14:13:09,16.0,16.0,M,Veggie,"Spinach, Mushrooms, Tomatoes, Green Olives, Feta Cheese",The Green Garden Pizza,6,23,153,0
4977.0,2198.0,ital_cpcllo_l,1.0,2015-06-02,14:13:09,20.5,20.5,L,Classic,"Capocollo, Red Peppers, Tomatoes, Goat Cheese, Garlic, Oregano",The Italian Capocollo Pizza,6,23,153,0
4978.0,2199.0,sicilian_l,1.0,2015-06-02,14:36:06,20.25,20.25,L,Supreme,"Coarse Sicilian Salami, Tomatoes, Green Olives, Luganega Sausage, Onions, Garlic",The Sicilian Pizza,6,23,153,0
4979.0,2200.0,spin_pesto_m,1.0,2015-06-02,15:21:45,16.5,16.5,M,Veggie,"Spinach, Artichokes, Tomatoes, Sun-dried Tomatoes, Garlic, Pesto Sauce",The Spinach Pesto Pizza,6,23,153,0
4980.0,2201.0,mediterraneo_l,1.0,2015-06-02,15:24:02,20.25,20.25,L,Veggie,"Spinach, Artichokes, Kalamata Olives, Sun-dried Tomatoes, Feta Cheese, Plum Tomatoes, Red Onions",The Mediterranean Pizza,6,23,153,0
4981.0,2202.0,napolitana_s,1.0,2015-06-02,15:31:14,12.0,12.0,S,Classic,"Tomatoes, Anchovies, Green Olives, Red Onions, Garlic",The Napolitana Pizza,6,23,153,0
4982.0,2202.0,spinach_fet_m,1.0,2015-06-02,15:31:14,16.0,16.0,M,Veggie,"Spinach, Mushrooms, Red Onions, Feta Cheese, Garlic",The Spinach and Feta Pizza,6,23,153,0
4983.0,2203.0,bbq_ckn_l,1.0,2015-06-02,16:11:41,20.75,20.75,L,Chicken,"Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions, Barbecue Sauce",The Barbecue Chicken Pizza,6,23,153,0
4984.0,2203.0,mexicana_m,1.0,2015-06-02,16:11:41,16.0,16.0,M,Veggie,"Tomatoes, Red Peppers, Jalapeno Peppers, Red Onions, Cilantro, Corn, Chipotle Sauce, Garlic",The Mexicana Pizza,6,23,153,0
4985.0,2203.0,southw_ckn_l,1.0,2015-06-02,16:11:41,20.75,20.75,L,Chicken,"Chicken, Tomatoes, Red Peppers, Red Onions, Jalapeno Peppers, Corn, Cilantro, Chipotle Sauce",The Southwest Chicken Pizza,6,23,153,0
4986.0,2203.0,spinach_fet_s,1.0,2015-06-02,16:11:41,12.0,12.0,S,Veggie,"Spinach, Mushrooms, Red Onions, Feta Cheese, Garlic",The Spinach and Feta Pizza,6,23,153,0
4987.0,2204.0,spin_pesto_m,1.0,2015-06-02,16:28:46,16.5,16.5,M,Veggie,"Spinach, Artichokes, Tomatoes, Sun-dried Tomatoes, Garlic, Pesto Sauce",The Spinach Pesto Pizza,6,23,153,0
4988.0,2205.0,bbq_ckn_l,1.0,2015-06-02,16:39:28,20.75,20.75,L,Chicken,"Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions, Barbecue Sauce",The Barbecue Chicken Pizza,6,23,153,0
4989.0,2205.0,ital_supr_l,1.0,2015-06-02,16:39:28,20.75,20.75,L,Supreme,"Calabrese Salami, Capocollo, Tomatoes, Red Onions, Green Olives, Garlic",The Italian Supreme Pizza,6,23,153,0
4990.0,2206.0,big_meat_s,1.0,2015-06-02,16:59:29,12.0,12.0,S,Classic,"Bacon, Pepperoni, Italian Sausage, Chorizo Sausage",The Big Meat Pizza,6,23,153,0
4991.0,2206.0,cali_ckn_m,1.0,2015-06-02,16:59:29,16.75,16.75,M,Chicken,"Chicken, Artichoke, Spinach, Garlic, Jalapeno Peppers, Fontina Cheese, Gouda Cheese",The California Chicken Pizza,6,23,153,0
4992.0,2206.0,pep_msh_pep_s,1.0,2015-06-02,16:59:29,11.0,11.0,S,Classic,"Pepperoni, Mushrooms, Green Peppers","The Pepperoni, Mushroom, and Peppers Pizza",6,23,153,0
4993.0,2207.0,thai_ckn_m,1.0,2015-06-02,17:00:57,16.75,16.75,M,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,6,23,153,0
4994.0,2208.0,big_meat_s,1.0,2015-06-02,17:10:44,12.0,12.0,S,Classic,"Bacon, Pepperoni, Italian Sausage, Chorizo Sausage",The Big Meat Pizza,6,23,153,0
4995.0,2208.0,hawaiian_l,1.0,2015-06-02,17:10:44,16.5,16.5,L,Classic,"Sliced Ham, Pineapple, Mozzarella Cheese",The Hawaiian Pizza,6,23,153,0
4996.0,2209.0,southw_ckn_l,1.0,2015-06-02,17:11:37,20.75,20.75,L,Chicken,"Chicken, Tomatoes, Red Peppers, Red Onions, Jalapeno Peppers, Corn, Cilantro, Chipotle Sauce",The Southwest Chicken Pizza,6,23,153,0
4997.0,2209.0,spicy_ital_s,1.0,2015-06-02,17:11:37,12.5,12.5,S,Supreme,"Capocollo, Tomatoes, Goat Cheese, Artichokes, Peperoncini verdi, Garlic",The Spicy Italian Pizza,6,23,153,0
4998.0,2209.0,veggie_veg_s,1.0,2015-06-02,17:11:37,12.0,12.0,S,Veggie,"Mushrooms, Tomatoes, Red Peppers, Green Peppers, Red Onions, Zucchini, Spinach, Garlic",The Vegetables + Vegetables Pizza,6,23,153,0
4999.0,2210.0,classic_dlx_s,1.0,2015-06-02,17:24:07,12.0,12.0,S,Classic,"Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon",The Classic Deluxe Pizza,6,23,153,0
5000.0,2211.0,green_garden_s,1.0,2015-06-02,17:30:36,12.0,12.0,S,Veggie,"Spinach, Mushrooms, Tomatoes, Green Olives, Feta Cheese",The Green Garden Pizza,6,23,153,0
5001.0,2211.0,napolitana_s,1.0,2015-06-02,17:30:36,12.0,12.0,S,Classic,"Tomatoes, Anchovies, Green Olives, Red Onions, Garlic",The Napolitana Pizza,6,23,153,0
5002.0,2212.0,pepperoni_l,1.0,2015-06-02,17:52:48,15.25,15.25,L,Classic,"Mozzarella Cheese, Pepperoni",The Pepperoni Pizza,6,23,153,0
5003.0,2213.0,five_cheese_l,1.0,2015-06-02,17:53:26,18.5,18.5,L,Veggie,"Mozzarella Cheese, Provolone Cheese, Smoked Gouda Cheese, Romano Cheese, Blue Cheese, Garlic",The Five Cheese Pizza,6,23,153,0
5004.0,2213.0,thai_ckn_l,1.0,2015-06-02,17:53:26,20.75,20.75,L,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,6,23,153,0
5005.0,2214.0,sicilian_s,1.0,2015-06-02,17:57:31,12.25,12.25,S,Supreme,"Coarse Sicilian Salami, Tomatoes, Green Olives, Luganega Sausage, Onions, Garlic",The Sicilian Pizza,6,23,153,0
5006.0,2214.0,spicy_ital_l,1.0,2015-06-02,17:57:31,20.75,20.75,L,Supreme,"Capocollo, Tomatoes, Goat Cheese, Artichokes, Peperoncini verdi, Garlic",The Spicy Italian Pizza,6,23,153,0
5007.0,2215.0,hawaiian_s,1.0,2015-06-02,18:07:53,10.5,10.5,S,Classic,"Sliced Ham, Pineapple, Mozzarella Cheese",The Hawaiian Pizza,6,23,153,0
5008.0,2215.0,spicy_ital_l,1.0,2015-06-02,18:07:53,20.75,20.75,L,Supreme,"Capocollo, Tomatoes, Goat Cheese, Artichokes, Peperoncini verdi, Garlic",The Spicy Italian Pizza,6,23,153,0
5009.0,2216.0,ital_supr_m,1.0,2015-06-02,18:10:26,16.5,16.5,M,Supreme,"Calabrese Salami, Capocollo, Tomatoes, Red Onions, Green Olives, Garlic",The Italian Supreme Pizza,6,23,153,0
5010.0,2216.0,sicilian_m,1.0,2015-06-02,18:10:26,16.25,16.25,M,Supreme,"Coarse Sicilian Salami, Tomatoes, Green Olives, Luganega Sausage, Onions, Garlic",The Sicilian Pizza,6,23,153,0
5011.0,2217.0,bbq_ckn_l,1.0,2015-06-02,18:21:44,20.75,20.75,L,Chicken,"Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions, Barbecue Sauce",The Barbecue Chicken Pizza,6,23,153,0
5012.0,2217.0,peppr_salami_m,1.0,2015-06-02,18:21:44,16.5,16.5,M,Supreme,"Genoa Salami, Capocollo, Pepperoni, Tomatoes, Asiago Cheese, Garlic",The Pepper Salami Pizza,6,23,153,0
5013.0,2217.0,sicilian_s,1.0,2015-06-02,18:21:44,12.25,12.25,S,Supreme,"Coarse Sicilian Salami, Tomatoes, Green Olives, Luganega Sausage, Onions, Garlic",The Sicilian Pizza,6,23,153,0
5014.0,2218.0,spin_pesto_s,1.0,2015-06-02,18:29:00,12.5,12.5,S,Veggie,"Spinach, Artichokes, Tomatoes, Sun-dried Tomatoes, Garlic, Pesto Sauce",The Spinach Pesto Pizza,6,23,153,0
5015.0,2218.0,spinach_fet_l,1.0,2015-06-02,18:29:00,20.25,20.25,L,Veggie,"Spinach, Mushrooms, Red Onions, Feta Cheese, Garlic",The Spinach and Feta Pizza,6,23,153,0
5016.0,2219.0,mediterraneo_l,1.0,2015-06-02,18:41:54,20.25,20.25,L,Veggie,"Spinach, Artichokes, Kalamata Olives, Sun-dried Tomatoes, Feta Cheese, Plum Tomatoes, Red Onions",The Mediterranean Pizza,6,23,153,0
5017.0,2219.0,veggie_veg_m,1.0,2015-06-02,18:41:54,16.0,16.0,M,Veggie,"Mushrooms, Tomatoes, Red Peppers, Green Peppers, Red Onions, Zucchini, Spinach, Garlic",The Vegetables + Vegetables Pizza,6,23,153,0
5018.0,2220.0,mediterraneo_s,1.0,2015-06-02,18:46:32,12.0,12.0,S,Veggie,"Spinach, Artichokes, Kalamata Olives, Sun-dried Tomatoes, Feta Cheese, Plum Tomatoes, Red Onions",The Mediterranean Pizza,6,23,153,0
5019.0,2221.0,calabrese_s,1.0,2015-06-02,18:47:16,12.25,12.25,S,Supreme,"?duja Salami, Pancetta, Tomatoes, Red Onions, Friggitello Peppers, Garlic",The Calabrese Pizza,6,23,153,0
5020.0,2221.0,southw_ckn_m,1.0,2015-06-02,18:47:16,16.75,16.75,M,Chicken,"Chicken, Tomatoes, Red Peppers, Red Onions, Jalapeno Peppers, Corn, Cilantro, Chipotle Sauce",The Southwest Chicken Pizza,6,23,153,0
5021.0,2221.0,thai_ckn_s,1.0,2015-06-02,18:47:16,12.75,12.75,S,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,6,23,153,0
5022.0,2221.0,veggie_veg_m,1.0,2015-06-02,18:47:16,16.0,16.0,M,Veggie,"Mushrooms, Tomatoes, Red Peppers, Green Peppers, Red Onions, Zucchini, Spinach, Garlic",The Vegetables + Vegetables Pizza,6,23,153,0
5023.0,2222.0,bbq_ckn_m,1.0,2015-06-02,18:51:55,16.75,16.75,M,Chicken,"Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions, Barbecue Sauce",The Barbecue Chicken Pizza,6,23,153,0
5024.0,2222.0,calabrese_l,1.0,2015-06-02,18:51:55,20.25,20.25,L,Supreme,"?duja Salami, Pancetta, Tomatoes, Red Onions, Friggitello Peppers, Garlic",The Calabrese Pizza,6,23,153,0
5025.0,2222.0,sicilian_m,1.0,2015-06-02,18:51:55,16.25,16.25,M,Supreme,"Coarse Sicilian Salami, Tomatoes, Green Olives, Luganega Sausage, Onions, Garlic",The Sicilian Pizza,6,23,153,0
5026.0,2223.0,the_greek_xl,1.0,2015-06-02,19:02:30,25.5,25.5,XL,Classic,"Kalamata Olives, Feta Cheese, Tomatoes, Garlic, Beef Chuck Roast, Red Onions",The Greek Pizza,6,23,153,0
5027.0,2224.0,ital_supr_s,1.0,2015-06-02,19:02:49,12.5,12.5,S,Supreme,"Calabrese Salami, Capocollo, Tomatoes, Red Onions, Green Olives, Garlic",The Italian Supreme Pizza,6,23,153,0
5028.0,2225.0,sicilian_s,1.0,2015-06-02,19:23:26,12.25,12.25,S,Supreme,"Coarse Sicilian Salami, Tomatoes, Green Olives, Luganega Sausage, Onions, Garlic",The Sicilian Pizza,6,23,153,0
5029.0,2226.0,cali_ckn_l,1.0,2015-06-02,19:29:57,20.75,20.75,L,Chicken,"Chicken, Artichoke, Spinach, Garlic, Jalapeno Peppers, Fontina Cheese, Gouda Cheese",The California Chicken Pizza,6,23,153,0
5030.0,2226.0,pepperoni_l,1.0,2015-06-02,19:29:57,15.25,15.25,L,Classic,"Mozzarella Cheese, Pepperoni",The Pepperoni Pizza,6,23,153,0
5031.0,2226.0,spicy_ital_l,1.0,2015-06-02,19:29:57,20.75,20.75,L,Supreme,"Capocollo, Tomatoes, Goat Cheese, Artichokes, Peperoncini verdi, Garlic",The Spicy Italian Pizza,6,23,153,0
5032.0,2227.0,veggie_veg_m,1.0,2015-06-02,19:43:48,16.0,16.0,M,Veggie,"Mushrooms, Tomatoes, Red Peppers, Green Peppers, Red Onions, Zucchini, Spinach, Garlic",The Vegetables + Vegetables Pizza,6,23,153,0
5033.0,2228.0,napolitana_l,1.0,2015-06-02,20:04:33,20.5,20.5,L,Classic,"Tomatoes, Anchovies, Green Olives, Red Onions, Garlic",The Napolitana Pizza,6,23,153,0
5034.0,2228.0,spin_pesto_m,1.0,2015-06-02,20:04:33,16.5,16.5,M,Veggie,"Spinach, Artichokes, Tomatoes, Sun-dried Tomatoes, Garlic, Pesto Sauce",The Spinach Pesto Pizza,6,23,153,0
5035.0,2229.0,cali_ckn_l,1.0,2015-06-02,20:16:54,20.75,20.75,L,Chicken,"Chicken, Artichoke, Spinach, Garlic, Jalapeno Peppers, Fontina Cheese, Gouda Cheese",The California Chicken Pizza,6,23,153,0
5036.0,2229.0,hawaiian_m,1.0,2015-06-02,20:16:54,13.25,13.25,M,Classic,"Sliced Ham, Pineapple, Mozzarella Cheese",The Hawaiian Pizza,6,23,153,0
5037.0,2229.0,pep_msh_pep_m,1.0,2015-06-02,20:16:54,14.5,14.5,M,Classic,"Pepperoni, Mushrooms, Green Peppers","The Pepperoni, Mushroom, and Peppers Pizza",6,23,153,0
5038.0,2230.0,classic_dlx_m,1.0,2015-06-02,20:41:12,16.0,16.0,M,Classic,"Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon",The Classic Deluxe Pizza,6,23,153,0
5039.0,2231.0,spinach_fet_l,1.0,2015-06-02,20:42:58,20.25,20.25,L,Veggie,"Spinach, Mushrooms, Red Onions, Feta Cheese, Garlic",The Spinach and Feta Pizza,6,23,153,0
5040.0,2232.0,bbq_ckn_m,1.0,2015-06-02,20:50:02,16.75,16.75,M,Chicken,"Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions, Barbecue Sauce",The Barbecue Chicken Pizza,6,23,153,0
5041.0,2232.0,five_cheese_l,1.0,2015-06-02,20:50:02,18.5,18.5,L,Veggie,"Mozzarella Cheese, Provolone Cheese, Smoked Gouda Cheese, Romano Cheese, Blue Cheese, Garlic",The Five Cheese Pizza,6,23,153,0
5042.0,2232.0,ital_supr_l,1.0,2015-06-02,20:50:02,20.75,20.75,L,Supreme,"Calabrese Salami, Capocollo, Tomatoes, Red Onions, Green Olives, Garlic",The Italian Supreme Pizza,6,23,153,0
5043.0,2233.0,hawaiian_l,1.0,2015-06-02,21:07:01,16.5,16.5,L,Classic,"Sliced Ham, Pineapple, Mozzarella Cheese",The Hawaiian Pizza,6,23,153,0
5044.0,2234.0,big_meat_s,1.0,2015-06-02,21:17:17,12.0,12.0,S,Classic,"Bacon, Pepperoni, Italian Sausage, Chorizo Sausage",The Big Meat Pizza,6,23,153,0
5045.0,2234.0,five_cheese_l,1.0,2015-06-02,21:17:17,18.5,18.5,L,Veggie,"Mozzarella Cheese, Provolone Cheese, Smoked Gouda Cheese, Romano Cheese, Blue Cheese, Garlic",The Five Cheese Pizza,6,23,153,0
5046.0,2234.0,ital_supr_l,1.0,2015-06-02,21:17:17,20.75,20.75,L,Supreme,"Calabrese Salami, Capocollo, Tomatoes, Red Onions, Green Olives, Garlic",The Italian Supreme Pizza,6,23,153,0
5047.0,2234.0,veggie_veg_m,1.0,2015-06-02,21:17:17,16.0,16.0,M,Veggie,"Mushrooms, Tomatoes, Red Peppers, Green Peppers, Red Onions, Zucchini, Spinach, Garlic",The Vegetables + Vegetables Pizza,6,23,153,0
5048.0,2235.0,napolitana_m,1.0,2015-06-02,21:26:37,16.0,16.0,M,Classic,"Tomatoes, Anchovies, Green Olives, Red Onions, Garlic",The Napolitana Pizza,6,23,153,0
5049.0,2235.0,peppr_salami_l,1.0,2015-06-02,21:26:37,20.75,20.75,L,Supreme,"Genoa Salami, Capocollo, Pepperoni, Tomatoes, Asiago Cheese, Garlic",The Pepper Salami Pizza,6,23,153,0
5050.0,2236.0,ckn_pesto_m,1.0,2015-06-02,21:32:03,16.75,16.75,M,Chicken,"Chicken, Tomatoes, Red Peppers, Spinach, Garlic, Pesto Sauce",The Chicken Pesto Pizza,6,23,153,0
5051.0,2236.0,peppr_salami_m,1.0,2015-06-02,21:32:03,16.5,16.5,M,Supreme,"Genoa Salami, Capocollo, Pepperoni, Tomatoes, Asiago Cheese, Garlic",The Pepper Salami Pizza,6,23,153,0
5052.0,2236.0,spin_pesto_s,1.0,2015-06-02,21:32:03,12.5,12.5,S,Veggie,"Spinach, Artichokes, Tomatoes, Sun-dried Tomatoes, Garlic, Pesto Sauce",The Spinach Pesto Pizza,6,23,153,0
5053.0,2237.0,cali_ckn_s,1.0,2015-06-02,21:37:09,12.75,12.75,S,Chicken,"Chicken, Artichoke, Spinach, Garlic, Jalapeno Peppers, Fontina Cheese, Gouda Cheese",The California Chicken Pizza,6,23,153,0
5054.0,2237.0,hawaiian_m,1.0,2015-06-02,21:37:09,13.25,13.25,M,Classic,"Sliced Ham, Pineapple, Mozzarella Cheese",The Hawaiian Pizza,6,23,153,0
5055.0,2237.0,spicy_ital_l,1.0,2015-06-02,21:37:09,20.75,20.75,L,Supreme,"Capocollo, Tomatoes, Goat Cheese, Artichokes, Peperoncini verdi, Garlic",The Spicy Italian Pizza,6,23,153,0
5056.0,2238.0,the_greek_l,1.0,2015-06-02,21:38:28,20.5,20.5,L,Classic,"Kalamata Olives, Feta Cheese, Tomatoes, Garlic, Beef Chuck Roast, Red Onions",The Greek Pizza,6,23,153,0
5057.0,2239.0,classic_dlx_m,1.0,2015-06-02,22:09:09,16.0,16.0,M,Classic,"Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon",The Classic Deluxe Pizza,6,23,153,0
5058.0,2240.0,brie_carre_s,1.0,2015-06-02,22:22:17,23.65,23.65,S,Supreme,"Brie Carre Cheese, Prosciutto, Caramelized Onions, Pears, Thyme, Garlic",The Brie Carre Pizza,6,23,153,0
5059.0,2240.0,spin_pesto_s,1.0,2015-06-02,22:22:17,12.5,12.5,S,Veggie,"Spinach, Artichokes, Tomatoes, Sun-dried Tomatoes, Garlic, Pesto Sauce",The Spinach Pesto Pizza,6,23,153,0
5060.0,2241.0,hawaiian_l,1.0,2015-07-02,11:40:43,16.5,16.5,L,Classic,"Sliced Ham, Pineapple, Mozzarella Cheese",The Hawaiian Pizza,7,27,183,0
5061.0,2241.0,spinach_fet_m,1.0,2015-07-02,11:40:43,16.0,16.0,M,Veggie,"Spinach, Mushrooms, Red Onions, Feta Cheese, Garlic",The Spinach and Feta Pizza,7,27,183,0
5062.0,2241.0,thai_ckn_m,1.0,2015-07-02,11:40:43,16.75,16.75,M,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,7,27,183,0
5063.0,2242.0,big_meat_s,1.0,2015-07-02,11:57:32,12.0,12.0,S,Classic,"Bacon, Pepperoni, Italian Sausage, Chorizo Sausage",The Big Meat Pizza,7,27,183,0
5064.0,2242.0,cali_ckn_s,1.0,2015-07-02,11:57:32,12.75,12.75,S,Chicken,"Chicken, Artichoke, Spinach, Garlic, Jalapeno Peppers, Fontina Cheese, Gouda Cheese",The California Chicken Pizza,7,27,183,0
5065.0,2242.0,ital_cpcllo_m,1.0,2015-07-02,11:57:32,16.0,16.0,M,Classic,"Capocollo, Red Peppers, Tomatoes, Goat Cheese, Garlic, Oregano",The Italian Capocollo Pizza,7,27,183,0
5066.0,2242.0,ital_supr_m,1.0,2015-07-02,11:57:32,16.5,16.5,M,Supreme,"Calabrese Salami, Capocollo, Tomatoes, Red Onions, Green Olives, Garlic",The Italian Supreme Pizza,7,27,183,0
5067.0,2242.0,mexicana_m,1.0,2015-07-02,11:57:32,16.0,16.0,M,Veggie,"Tomatoes, Red Peppers, Jalapeno Peppers, Red Onions, Cilantro, Corn, Chipotle Sauce, Garlic",The Mexicana Pizza,7,27,183,0
5068.0,2243.0,bbq_ckn_s,1.0,2015-07-02,12:22:59,12.75,12.75,S,Chicken,"Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions, Barbecue Sauce",The Barbecue Chicken Pizza,7,27,183,0
5069.0,2243.0,ckn_pesto_l,1.0,2015-07-02,12:22:59,20.75,20.75,L,Chicken,"Chicken, Tomatoes, Red Peppers, Spinach, Garlic, Pesto Sauce",The Chicken Pesto Pizza,7,27,183,0
5070.0,2244.0,veggie_veg_s,1.0,2015-07-02,12:24:36,12.0,12.0,S,Veggie,"Mushrooms, Tomatoes, Red Peppers, Green Peppers, Red Onions, Zucchini, Spinach, Garlic",The Vegetables + Vegetables Pizza,7,27,183,0
5071.0,2245.0,spicy_ital_l,1.0,2015-07-02,12:30:31,20.75,20.75,L,Supreme,"Capocollo, Tomatoes, Goat Cheese, Artichokes, Peperoncini verdi, Garlic",The Spicy Italian Pizza,7,27,183,0
5072.0,2246.0,cali_ckn_m,1.0,2015-07-02,12:52:30,16.75,16.75,M,Chicken,"Chicken, Artichoke, Spinach, Garlic, Jalapeno Peppers, Fontina Cheese, Gouda Cheese",The California Chicken Pizza,7,27,183,0
5073.0,2246.0,classic_dlx_s,1.0,2015-07-02,12:52:30,12.0,12.0,S,Classic,"Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon",The Classic Deluxe Pizza,7,27,183,0
5074.0,2247.0,sicilian_l,1.0,2015-07-02,13:15:55,20.25,20.25,L,Supreme,"Coarse Sicilian Salami, Tomatoes, Green Olives, Luganega Sausage, Onions, Garlic",The Sicilian Pizza,7,27,183,0
5075.0,2248.0,ckn_alfredo_m,1.0,2015-07-02,13:22:06,16.75,16.75,M,Chicken,"Chicken, Red Onions, Red Peppers, Mushrooms, Asiago Cheese, Alfredo Sauce",The Chicken Alfredo Pizza,7,27,183,0
5076.0,2248.0,southw_ckn_l,1.0,2015-07-02,13:22:06,20.75,20.75,L,Chicken,"Chicken, Tomatoes, Red Peppers, Red Onions, Jalapeno Peppers, Corn, Cilantro, Chipotle Sauce",The Southwest Chicken Pizza,7,27,183,0
5077.0,2249.0,spin_pesto_m,1.0,2015-07-02,13:24:15,16.5,16.5,M,Veggie,"Spinach, Artichokes, Tomatoes, Sun-dried Tomatoes, Garlic, Pesto Sauce",The Spinach Pesto Pizza,7,27,183,0
5078.0,2250.0,prsc_argla_m,1.0,2015-07-02,13:31:14,16.5,16.5,M,Supreme,"Prosciutto di San Daniele, Arugula, Mozzarella Cheese",The Prosciutto and Arugula Pizza,7,27,183,0
5079.0,2251.0,thai_ckn_s,1.0,2015-07-02,13:58:00,12.75,12.75,S,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,7,27,183,0
5080.0,2251.0,the_greek_l,1.0,2015-07-02,13:58:00,20.5,20.5,L,Classic,"Kalamata Olives, Feta Cheese, Tomatoes, Garlic, Beef Chuck Roast, Red Onions",The Greek Pizza,7,27,183,0
5081.0,2252.0,big_meat_s,1.0,2015-07-02,14:32:17,12.0,12.0,S,Classic,"Bacon, Pepperoni, Italian Sausage, Chorizo Sausage",The Big Meat Pizza,7,27,183,0
5082.0,2252.0,veggie_veg_s,1.0,2015-07-02,14:32:17,12.0,12.0,S,Veggie,"Mushrooms, Tomatoes, Red Peppers, Green Peppers, Red Onions, Zucchini, Spinach, Garlic",The Vegetables + Vegetables Pizza,7,27,183,0
5083.0,2253.0,bbq_ckn_l,1.0,2015-07-02,14:54:01,20.75,20.75,L,Chicken,"Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions, Barbecue Sauce",The Barbecue Chicken Pizza,7,27,183,0
5084.0,2254.0,bbq_ckn_m,2.0,2015-07-02,15:00:58,16.75,33.5,M,Chicken,"Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions, Barbecue Sauce",The Barbecue Chicken Pizza,7,27,183,0
5085.0,2254.0,brie_carre_s,1.0,2015-07-02,15:00:58,23.65,23.65,S,Supreme,"Brie Carre Cheese, Prosciutto, Caramelized Onions, Pears, Thyme, Garlic",The Brie Carre Pizza,7,27,183,0
5086.0,2254.0,classic_dlx_s,1.0,2015-07-02,15:00:58,12.0,12.0,S,Classic,"Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon",The Classic Deluxe Pizza,7,27,183,0
5087.0,2254.0,ital_supr_l,1.0,2015-07-02,15:00:58,20.75,20.75,L,Supreme,"Calabrese Salami, Capocollo, Tomatoes, Red Onions, Green Olives, Garlic",The Italian Supreme Pizza,7,27,183,0
5088.0,2254.0,ital_supr_m,1.0,2015-07-02,15:00:58,16.5,16.5,M,Supreme,"Calabrese Salami, Capocollo, Tomatoes, Red Onions, Green Olives, Garlic",The Italian Supreme Pizza,7,27,183,0
5089.0,2254.0,ital_veggie_m,1.0,2015-07-02,15:00:58,16.75,16.75,M,Veggie,"Eggplant, Artichokes, Tomatoes, Zucchini, Red Peppers, Garlic, Pesto Sauce",The Italian Vegetables Pizza,7,27,183,0
5090.0,2254.0,sicilian_l,1.0,2015-07-02,15:00:58,20.25,20.25,L,Supreme,"Coarse Sicilian Salami, Tomatoes, Green Olives, Luganega Sausage, Onions, Garlic",The Sicilian Pizza,7,27,183,0
5091.0,2254.0,thai_ckn_s,1.0,2015-07-02,15:00:58,12.75,12.75,S,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,7,27,183,0
5092.0,2254.0,veggie_veg_m,1.0,2015-07-02,15:00:58,16.0,16.0,M,Veggie,"Mushrooms, Tomatoes, Red Peppers, Green Peppers, Red Onions, Zucchini, Spinach, Garlic",The Vegetables + Vegetables Pizza,7,27,183,0
